"from","to"
"Staphylococcus.epidermidis.PTR","ARO.3000319mphC"
"Staphylococcus.epidermidis.PTR","ARO.3003551emeA"
"Staphylococcus.epidermidis.PTR","ARO.3003046qacA"
"Staphylococcus.epidermidis.PTR","ARO.3001057TEM.198"
"Staphylococcus.epidermidis.PTR","ARO.3004588Klebsiella"
"Staphylococcus.epidermidis.PTR","ARO.3000804MexF"
"Staphylococcus.epidermidis.PTR","ARO.3002985arnA"
"Staphylococcus.epidermidis.PTR","ARO.3004075MuxC"
"Staphylococcus.epidermidis.PTR","ARO.3004074MuxB"
"Staphylococcus.epidermidis.PTR","ARO.3002865dfrC"
"Staphylococcus.epidermidis.PTR","ARO.3002660APH.6..Id"
"Staphylococcus.epidermidis.PTR","ARO.3003052smeB"
"Staphylococcus.epidermidis.PTR","ARO.3000936TEM.70"
"Staphylococcus.epidermidis.PTR","ARO.3000616mel"
"Staphylococcus.epidermidis.PTR","ARO.3000375ErmB"
"Staphylococcus.epidermidis.PTR","ARO.3002639APH.3....Ib"
"Staphylococcus.epidermidis.PTR","ARO.3002819msrC"
"Staphylococcus.epidermidis.PTR","ARO.3000967TEM.104"
"Staphylococcus.epidermidis.PTR","ARO.3003047qacB"
"Staphylococcus.epidermidis.PTR","ARO.3002875dfrE"
"Staphylococcus.epidermidis.PTR","ARO.3004122Klebsiella"
"Staphylococcus.epidermidis.PTR","ARO.3000194tetW"
"Staphylococcus.epidermidis.PTR","ARO.3003056smeE"
"Staphylococcus.epidermidis.PTR","ARO.3004041Klebsiella"
"Staphylococcus.epidermidis.PTR","ARO.3000900TEM.30"
"Staphylococcus.epidermidis.PTR","ARO.3000999TEM.135"
"Staphylococcus.epidermidis.PTR","ARO.3000873TEM.1"
"Staphylococcus.epidermidis.PTR","ARO.3001015TEM.148"
"Staphylococcus.epidermidis.PTR","ARO.3000186tetM"
"Staphylococcus.epidermidis.PTR","ARO.3000501Nocardia"
"Staphylococcus.epidermidis.PTR","ARO.3004580Klebsiella"
"Staphylococcus.epidermidis.PTR","ARO.3004583Klebsiella"
"Staphylococcus.epidermidis.PTR","ARO.3000263marA"
"Staphylococcus.epidermidis.PTR","ARO.3000828baeR"
"Staphylococcus.epidermidis.PTR","ARO.3000491acrD"
"Staphylococcus.epidermidis.PTR","ARO.3000508gadX"
"Staphylococcus.epidermidis.PTR","ARO.3000795mdtE"
"Staphylococcus.epidermidis.PTR","ARO.3000518CRP"
"Staphylococcus.epidermidis.PTR","ARO.3003550mdtP"
"Staphylococcus.epidermidis.PTR","ARO.3003549mdtO"
"Staphylococcus.epidermidis.PTR","ARO.3003548mdtN"
"Staphylococcus.epidermidis.PTR","ARO.3000829baeS"
"Staphylococcus.epidermidis.PTR","ARO.3000027emrA"
"Staphylococcus.epidermidis.PTR","ARO.3003576eptA"
"Staphylococcus.epidermidis.PTR","ARO.3004612Escherichia"
"Staphylococcus.epidermidis.PTR","ARO.3004597Klebsiella"
"Staphylococcus.epidermidis.PTR","ARO.3000412sul2"
"Staphylococcus.epidermidis.PTR","ARO.3000300lsaA"
"Staphylococcus.epidermidis.PTR","ARO.3000984TEM.122"
"Staphylococcus.epidermidis.PTR","ARO.3000990TEM.128"
"Staphylococcus.epidermidis.PTR","ARO.3000391norA"
"Staphylococcus.epidermidis.PTR","ARO.3000988TEM.126"
"Staphylococcus.epidermidis.PTR","ARO.3000026mepA"
"Staphylococcus.epidermidis.PTR","ARO.3002628aad.6."
"Staphylococcus.epidermidis.PTR","ARO.3000565tet.38."
"Staphylococcus.epidermidis.PTR","ARO.3001004TEM.141"
"Staphylococcus.epidermidis.PTR","ARO.3000832evgA"
"Staphylococcus.epidermidis.PTR","ARO.3000676H.NS"
"Staphylococcus.epidermidis.PTR","ARO.3000830cpxA"
"Staphylococcus.epidermidis.PTR","ARO.3000815mgrA"
"Staphylococcus.epidermidis.PTR","ARO.3002641APH.3...Ia"
"Staphylococcus.epidermidis.PTR","ARO.3004572Staphylococcys"
"Staphylococcus.epidermidis.PTR","ARO.3003773Clostridium"
"Staphylococcus.epidermidis.PTR","ARO.3000215mecR1"
"Staphylococcus.epidermidis.PTR","ARO.3000621PC1"
"Staphylococcus.epidermidis.PTR","ARO.3001329mdtG"
"Staphylococcus.epidermidis.PTR","ARO.3003730Bifidobacteria"
"Staphylococcus.epidermidis.PTR","ARO.3002647APH.3...IIIa"
"Staphylococcus.epidermidis.PTR","ARO.3001327mdtK"
"Staphylococcus.epidermidis.PTR","ARO.3003838gadW"
"Staphylococcus.epidermidis.PTR","ARO.3000254emrY"
"Staphylococcus.epidermidis.PTR","ARO.3000206emrK"
"Staphylococcus.epidermidis.PTR","ARO.3004667Staphylococcus"
"Staphylococcus.epidermidis.PTR","ARO.3000924TEM.55"
"Staphylococcus.epidermidis.PTR","ARO.3004042Enterobacter"
"Staphylococcus.epidermidis.PTR","ARO.3002830vgaALC"
"Staphylococcus.epidermidis.PTR","ARO.3001030TEM.164"
"Staphylococcus.epidermidis.PTR","ARO.3003922oqxA"
"Staphylococcus.epidermidis.PTR","ARO.3003923oqxB"
"Staphylococcus.epidermidis.PTR","ARO.3002804FosA2"
"Staphylococcus.epidermidis.PTR","ARO.3001029TEM.163"
"Staphylococcus.epidermidis.PTR","ARO.3001032TEM.166"
"Staphylococcus.epidermidis.PTR","ARO.3000237tolC"
"Staphylococcus.epidermidis.PTR","ARO.3004611Escherichia"
"Staphylococcus.epidermidis.PTR","ARO.3003905ANT.4...Ib"
"Staphylococcus.epidermidis.PTR","ARO.3000903TEM.33"
"Staphylococcus.epidermidis.PTR","ARO.3001041TEM.176"
"Staphylococcus.epidermidis.PTR","ARO.3002597AAC.6...Ie.APH.2....Ia"
"Staphylococcus.epidermidis.PTR","ARO.3001394TEM.217"
"Staphylococcus.epidermidis.PTR","ARO.3003949efrB"
"Staphylococcus.epidermidis.PTR","ARO.3000410sul1"
"Staphylococcus.epidermidis.PTR","ARO.3001046TEM.186"
"Staphylococcus.epidermidis.PTR","ARO.3001328Escherichia"
"Staphylococcus.epidermidis.PTR","ARO.3000823ramA"
"Staphylococcus.epidermidis.PTR","ARO.3001378TEM.201"
"Staphylococcus.epidermidis.PTR","ARO.3001837ACT.15"
"Staphylococcus.epidermidis.PTR","ARO.3000617mecA"
"Staphylococcus.epidermidis.PTR","ARO.3000904TEM.34"
"Staphylococcus.epidermidis.PTR","ARO.3001383TEM.206"
"Staphylococcus.epidermidis.PTR","ARO.3001384TEM.207"
"Staphylococcus.epidermidis.PTR","ARO.3001385TEM.208"
"Staphylococcus.epidermidis.PTR","ARO.3001386TEM.209"
"Staphylococcus.epidermidis.PTR","ARO.3001393TEM.216"
"Staphylococcus.epidermidis.PTR","ARO.3001838ACT.17"
"Staphylococcus.epidermidis.PTR","ARO.3001839ACT.18"
"Staphylococcus.epidermidis.PTR","ARO.3001847ACT.27"
"Staphylococcus.epidermidis.PTR","ARO.3001852ACT.32"
"Staphylococcus.epidermidis.PTR","ARO.3003158TEM.220"
"Staphylococcus.epidermidis.PTR","ARO.3001391TEM.214"
"Staphylococcus.epidermidis.PTR","ARO.3003209FosA5"
"Staphylococcus.epidermidis.PTR","ARO.3004111FosA6"
"Staphylococcus.epidermidis.PTR","ARO.3004442tet.W.N.W."
"Staphylococcus.epidermidis.PTR","ARO.3000378MexB"
"Staphylococcus.epidermidis.PTR","ARO.3000180tetA.P."
"Staphylococcus.epidermidis.PTR","ARO.3000195tetB.P."
"Staphylococcus.epidermidis.PTR","ARO.3001855ACT.35"
"Staphylococcus.epidermidis.PTR","ARO.3000250ErmC"
"Staphylococcus.epidermidis.PTR","ARO.3000190tetO"
"Staphylococcus.epidermidis.PTR","ARO.3000596ErmX"
"Staphylococcus.epidermidis.PTR","ARO.3002829vgaA"
"Staphylococcus.epidermidis.PTR","ARO.3004290Escherichia"
"Staphylococcus.epidermidis.PTR","ARO.3004480Bifidobacterium"
"Staphylococcus.epidermidis.PTR","ARO.3003948efrA"
"Staphylococcus.epidermidis.PTR","ARO.3000516emrR"
"Staphylococcus.epidermidis.PTR","ARO.3003950msbA"
"Staphylococcus.epidermidis.PTR","ARO.3003952yojI"
"Staphylococcus.epidermidis.PTR","ARO.3002986bacA"
"Staphylococcus.epidermidis.PTR","ARO.3004290Escherichia.1"
"Staphylococcus.epidermidis.PTR","ARO.3001214mdtM"
"Staphylococcus.epidermidis.PTR","ARO.3000216acrB"
"Staphylococcus.epidermidis.PTR","ARO.3004043Escherichia"
"Staphylococcus.epidermidis.PTR","ARO.3003841kdpE"
"Staphylococcus.epidermidis.PTR","ARO.3000792mdtA"
"Staphylococcus.epidermidis.PTR","ARO.3000793mdtB"
"Staphylococcus.epidermidis.PTR","ARO.3000794mdtC"
"Staphylococcus.epidermidis.PTR","ARO.3003578pmrF"
"Staphylococcus.epidermidis.PTR","ARO.3000833evgS"
"Staphylococcus.epidermidis.PTR","ARO.3000074emrB"
"Staphylococcus.epidermidis.PTR","ARO.3000499acrE"
"Staphylococcus.epidermidis.PTR","ARO.3000502acrF"
"Staphylococcus.epidermidis.PTR","ARO.3000796mdtF"
"Staphylococcus.epidermidis.PTR","ARO.3001216mdtH"
"Staphylococcus.epidermidis.PTR","ARO.3003577ugd"
"Staphylococcus.epidermidis.PTR","ARO.3000656acrS"
"Staphylococcus.epidermidis.PTR","ARO.3002897SAT.4"
"Staphylococcus.epidermidis.PTR","ARO.3000347ErmA"
"Staphylococcus.epidermidis.PTR","ARO.3000251msrA"
"Staphylococcus.epidermidis.PTR","ARO.3000521mupA"
"Staphylococcus.epidermidis.PTR","ARO.3004039Escherichia"
"Staphylococcus.epidermidis.PTR","ARO.3000191tetQ"
"Enterococcus.faecium.PTR","Escherichia.coli.abundance"
"Enterococcus.faecium.PTR","Escherichia.coli.PTR"
"Enterococcus.faecium.PTR","Klebsiella.aerogenes.abundance"
"Enterococcus.faecium.PTR","Klebsiella.aerogenes.PTR"
"Enterococcus.faecium.PTR","Staphylococcus.epidermidis.abundance"
"Enterococcus.faecium.PTR","Staphylococcus.epidermidis.PTR"
"Enterococcus.faecium.PTR","Enterococcus.faecium.PTR"
"Enterococcus.faecium.PTR","Citrobacter.freundii.abundance"
"Enterococcus.faecium.PTR","Citrobacter.freundii.PTR"
"Enterococcus.faecium.PTR","Klebsiella.pneumoniae.abundance"
"Enterococcus.faecium.PTR","Klebsiella.pneumoniae.PTR"
"Enterococcus.faecium.PTR","Klebsiella.variicola.abundance"
"Enterococcus.faecium.PTR","Klebsiella.variicola.PTR"
"Enterococcus.faecium.PTR","Enterobacter.cloacae.abundance"
"Enterococcus.faecium.PTR","Enterobacter.cloacae.PTR"
"Enterococcus.faecium.PTR","Bifidobacterium.longum.abundance"
"Enterococcus.faecium.PTR","Bifidobacterium.longum.PTR"
"Enterococcus.faecium.PTR","Enterobacter.roggenkampii.abundance"
"Enterococcus.faecium.PTR","Enterobacter.roggenkampii.PTR"
"Enterococcus.faecium.PTR","Enterococcus.faecalis.abundance"
"Enterococcus.faecium.PTR","Enterococcus.faecalis.PTR"
"Enterococcus.faecium.PTR","Klebsiella.quasipneumoniae.abundance"
"Enterococcus.faecium.PTR","Klebsiella.quasipneumoniae.PTR"
"Enterococcus.faecium.PTR","Klebsiella.michiganensis.abundance"
"Enterococcus.faecium.PTR","Klebsiella.michiganensis.PTR"
"Enterococcus.faecium.PTR","Clostridium.perfringens.abundance"
"Enterococcus.faecium.PTR","Clostridium.perfringens.PTR"
"Enterococcus.faecium.PTR","Klebsiella.oxytoca.abundance"
"Enterococcus.faecium.PTR","Klebsiella.oxytoca.PTR"
"Enterococcus.faecium.PTR","Bacteroides.fragilis.abundance"
"Enterococcus.faecium.PTR","Bacteroides.fragilis.PTR"
"Enterococcus.faecium.PTR","Enterobacter.hormaechei.abundance"
"Enterococcus.faecium.PTR","Enterobacter.hormaechei.PTR"
"Enterococcus.faecium.PTR","Enterobacter.sp..HK169.abundance"
"Enterococcus.faecium.PTR","Enterobacter.sp..HK169.PTR"
"Enterococcus.faecium.PTR","Enterobacter.asburiae.abundance"
"Enterococcus.faecium.PTR","Enterobacter.asburiae.PTR"
"Enterococcus.faecium.PTR","Klebsiella.sp..M5al.abundance"
"Enterococcus.faecium.PTR","Klebsiella.sp..M5al.PTR"
"Enterococcus.faecium.PTR","Veillonella.parvula.abundance"
"Enterococcus.faecium.PTR","Veillonella.parvula.PTR"
"Enterococcus.faecium.PTR","Enterobacter.sp..DKU_NT_01.abundance"
"Enterococcus.faecium.PTR","Enterobacter.sp..DKU_NT_01.PTR"
"Enterococcus.faecium.PTR","Enterobacter.sp..CRENT.193.abundance"
"Enterococcus.faecium.PTR","Enterobacter.sp..CRENT.193.PTR"
"Enterococcus.faecium.PTR","Enterobacteriaceae.bacterium.S05.abundance"
"Enterococcus.faecium.PTR","Enterobacteriaceae.bacterium.S05.PTR"
"Enterococcus.faecium.PTR","Citrobacter.abundance"
"Enterococcus.faecium.PTR","Citrobacter.PTR"
"Enterococcus.faecium.PTR","ARO.3000319mphC"
"Enterococcus.faecium.PTR","ARO.3003551emeA"
"Enterococcus.faecium.PTR","ARO.3003046qacA"
"Enterococcus.faecium.PTR","ARO.3001057TEM.198"
"Enterococcus.faecium.PTR","ARO.3004588Klebsiella"
"Enterococcus.faecium.PTR","ARO.3000804MexF"
"Enterococcus.faecium.PTR","ARO.3002985arnA"
"Enterococcus.faecium.PTR","ARO.3004075MuxC"
"Enterococcus.faecium.PTR","ARO.3004074MuxB"
"Enterococcus.faecium.PTR","ARO.3002865dfrC"
"Enterococcus.faecium.PTR","ARO.3002660APH.6..Id"
"Enterococcus.faecium.PTR","ARO.3003052smeB"
"Enterococcus.faecium.PTR","ARO.3000936TEM.70"
"Enterococcus.faecium.PTR","ARO.3000616mel"
"Enterococcus.faecium.PTR","ARO.3000375ErmB"
"Enterococcus.faecium.PTR","ARO.3002639APH.3....Ib"
"Enterococcus.faecium.PTR","ARO.3002819msrC"
"Enterococcus.faecium.PTR","ARO.3000967TEM.104"
"Enterococcus.faecium.PTR","ARO.3003047qacB"
"Enterococcus.faecium.PTR","ARO.3002875dfrE"
"Enterococcus.faecium.PTR","ARO.3004122Klebsiella"
"Enterococcus.faecium.PTR","ARO.3000194tetW"
"Enterococcus.faecium.PTR","ARO.3003056smeE"
"Enterococcus.faecium.PTR","ARO.3004041Klebsiella"
"Enterococcus.faecium.PTR","ARO.3000900TEM.30"
"Enterococcus.faecium.PTR","ARO.3000999TEM.135"
"Enterococcus.faecium.PTR","ARO.3000873TEM.1"
"Enterococcus.faecium.PTR","ARO.3001015TEM.148"
"Enterococcus.faecium.PTR","ARO.3000186tetM"
"Enterococcus.faecium.PTR","ARO.3000501Nocardia"
"Enterococcus.faecium.PTR","ARO.3004580Klebsiella"
"Enterococcus.faecium.PTR","ARO.3004583Klebsiella"
"Enterococcus.faecium.PTR","ARO.3000263marA"
"Enterococcus.faecium.PTR","ARO.3000828baeR"
"Enterococcus.faecium.PTR","ARO.3000491acrD"
"Enterococcus.faecium.PTR","ARO.3000508gadX"
"Enterococcus.faecium.PTR","ARO.3000795mdtE"
"Enterococcus.faecium.PTR","ARO.3000518CRP"
"Enterococcus.faecium.PTR","ARO.3003550mdtP"
"Enterococcus.faecium.PTR","ARO.3003549mdtO"
"Enterococcus.faecium.PTR","ARO.3003548mdtN"
"Enterococcus.faecium.PTR","ARO.3000829baeS"
"Enterococcus.faecium.PTR","ARO.3000027emrA"
"Enterococcus.faecium.PTR","ARO.3003576eptA"
"Enterococcus.faecium.PTR","ARO.3004612Escherichia"
"Enterococcus.faecium.PTR","ARO.3004597Klebsiella"
"Enterococcus.faecium.PTR","ARO.3000412sul2"
"Enterococcus.faecium.PTR","ARO.3000300lsaA"
"Enterococcus.faecium.PTR","ARO.3000984TEM.122"
"Enterococcus.faecium.PTR","ARO.3000990TEM.128"
"Enterococcus.faecium.PTR","ARO.3000391norA"
"Enterococcus.faecium.PTR","ARO.3000988TEM.126"
"Enterococcus.faecium.PTR","ARO.3000026mepA"
"Enterococcus.faecium.PTR","ARO.3002628aad.6."
"Enterococcus.faecium.PTR","ARO.3000565tet.38."
"Enterococcus.faecium.PTR","ARO.3001004TEM.141"
"Enterococcus.faecium.PTR","ARO.3000832evgA"
"Enterococcus.faecium.PTR","ARO.3000676H.NS"
"Enterococcus.faecium.PTR","ARO.3000830cpxA"
"Enterococcus.faecium.PTR","ARO.3000815mgrA"
"Enterococcus.faecium.PTR","ARO.3002641APH.3...Ia"
"Enterococcus.faecium.PTR","ARO.3004572Staphylococcys"
"Enterococcus.faecium.PTR","ARO.3003773Clostridium"
"Enterococcus.faecium.PTR","ARO.3000215mecR1"
"Enterococcus.faecium.PTR","ARO.3000621PC1"
"Enterococcus.faecium.PTR","ARO.3001329mdtG"
"Enterococcus.faecium.PTR","ARO.3003730Bifidobacteria"
"Enterococcus.faecium.PTR","ARO.3002647APH.3...IIIa"
"Enterococcus.faecium.PTR","ARO.3001327mdtK"
"Enterococcus.faecium.PTR","ARO.3003838gadW"
"Enterococcus.faecium.PTR","ARO.3000254emrY"
"Enterococcus.faecium.PTR","ARO.3000206emrK"
"Enterococcus.faecium.PTR","ARO.3004667Staphylococcus"
"Enterococcus.faecium.PTR","ARO.3000924TEM.55"
"Enterococcus.faecium.PTR","ARO.3004042Enterobacter"
"Enterococcus.faecium.PTR","ARO.3002830vgaALC"
"Enterococcus.faecium.PTR","ARO.3001030TEM.164"
"Enterococcus.faecium.PTR","ARO.3003922oqxA"
"Enterococcus.faecium.PTR","ARO.3003923oqxB"
"Enterococcus.faecium.PTR","ARO.3002804FosA2"
"Enterococcus.faecium.PTR","ARO.3001029TEM.163"
"Enterococcus.faecium.PTR","ARO.3001032TEM.166"
"Enterococcus.faecium.PTR","ARO.3000237tolC"
"Enterococcus.faecium.PTR","ARO.3004611Escherichia"
"Enterococcus.faecium.PTR","ARO.3003905ANT.4...Ib"
"Enterococcus.faecium.PTR","ARO.3000903TEM.33"
"Enterococcus.faecium.PTR","ARO.3001041TEM.176"
"Enterococcus.faecium.PTR","ARO.3002597AAC.6...Ie.APH.2....Ia"
"Enterococcus.faecium.PTR","ARO.3001394TEM.217"
"Enterococcus.faecium.PTR","ARO.3003949efrB"
"Enterococcus.faecium.PTR","ARO.3000410sul1"
"Enterococcus.faecium.PTR","ARO.3001046TEM.186"
"Enterococcus.faecium.PTR","ARO.3001328Escherichia"
"Enterococcus.faecium.PTR","ARO.3000823ramA"
"Enterococcus.faecium.PTR","ARO.3001378TEM.201"
"Enterococcus.faecium.PTR","ARO.3001837ACT.15"
"Enterococcus.faecium.PTR","ARO.3000617mecA"
"Enterococcus.faecium.PTR","ARO.3000904TEM.34"
"Enterococcus.faecium.PTR","ARO.3001383TEM.206"
"Enterococcus.faecium.PTR","ARO.3001384TEM.207"
"Enterococcus.faecium.PTR","ARO.3001385TEM.208"
"Enterococcus.faecium.PTR","ARO.3001386TEM.209"
"Enterococcus.faecium.PTR","ARO.3001393TEM.216"
"Enterococcus.faecium.PTR","ARO.3001838ACT.17"
"Enterococcus.faecium.PTR","ARO.3001839ACT.18"
"Enterococcus.faecium.PTR","ARO.3001847ACT.27"
"Enterococcus.faecium.PTR","ARO.3001852ACT.32"
"Enterococcus.faecium.PTR","ARO.3003158TEM.220"
"Enterococcus.faecium.PTR","ARO.3001391TEM.214"
"Enterococcus.faecium.PTR","ARO.3003209FosA5"
"Enterococcus.faecium.PTR","ARO.3004111FosA6"
"Enterococcus.faecium.PTR","ARO.3004442tet.W.N.W."
"Enterococcus.faecium.PTR","ARO.3000378MexB"
"Enterococcus.faecium.PTR","ARO.3000180tetA.P."
"Enterococcus.faecium.PTR","ARO.3000195tetB.P."
"Enterococcus.faecium.PTR","ARO.3001855ACT.35"
"Enterococcus.faecium.PTR","ARO.3000250ErmC"
"Enterococcus.faecium.PTR","ARO.3000190tetO"
"Enterococcus.faecium.PTR","ARO.3000596ErmX"
"Enterococcus.faecium.PTR","ARO.3002829vgaA"
"Enterococcus.faecium.PTR","ARO.3004290Escherichia"
"Enterococcus.faecium.PTR","ARO.3004480Bifidobacterium"
"Enterococcus.faecium.PTR","ARO.3003948efrA"
"Enterococcus.faecium.PTR","ARO.3000516emrR"
"Enterococcus.faecium.PTR","ARO.3003950msbA"
"Enterococcus.faecium.PTR","ARO.3003952yojI"
"Enterococcus.faecium.PTR","ARO.3002986bacA"
"Enterococcus.faecium.PTR","ARO.3004290Escherichia.1"
"Enterococcus.faecium.PTR","ARO.3001214mdtM"
"Enterococcus.faecium.PTR","ARO.3000216acrB"
"Enterococcus.faecium.PTR","ARO.3004043Escherichia"
"Enterococcus.faecium.PTR","ARO.3003841kdpE"
"Enterococcus.faecium.PTR","ARO.3000792mdtA"
"Enterococcus.faecium.PTR","ARO.3000793mdtB"
"Enterococcus.faecium.PTR","ARO.3000794mdtC"
"Enterococcus.faecium.PTR","ARO.3003578pmrF"
"Enterococcus.faecium.PTR","ARO.3000833evgS"
"Enterococcus.faecium.PTR","ARO.3000074emrB"
"Enterococcus.faecium.PTR","ARO.3000499acrE"
"Enterococcus.faecium.PTR","ARO.3000502acrF"
"Enterococcus.faecium.PTR","ARO.3000796mdtF"
"Enterococcus.faecium.PTR","ARO.3001216mdtH"
"Enterococcus.faecium.PTR","ARO.3003577ugd"
"Enterococcus.faecium.PTR","ARO.3000656acrS"
"Enterococcus.faecium.PTR","ARO.3002897SAT.4"
"Enterococcus.faecium.PTR","ARO.3000347ErmA"
"Enterococcus.faecium.PTR","ARO.3000251msrA"
"Enterococcus.faecium.PTR","ARO.3000521mupA"
"Enterococcus.faecium.PTR","ARO.3004039Escherichia"
"Enterococcus.faecium.PTR","ARO.3000191tetQ"
"Citrobacter.freundii.PTR","Escherichia.coli.abundance"
"Citrobacter.freundii.PTR","Escherichia.coli.PTR"
"Citrobacter.freundii.PTR","Klebsiella.aerogenes.abundance"
"Citrobacter.freundii.PTR","Klebsiella.aerogenes.PTR"
"Citrobacter.freundii.PTR","Staphylococcus.epidermidis.abundance"
"Citrobacter.freundii.PTR","Staphylococcus.epidermidis.PTR"
"Citrobacter.freundii.PTR","Enterococcus.faecium.abundance"
"Citrobacter.freundii.PTR","Enterococcus.faecium.PTR"
"Citrobacter.freundii.PTR","Citrobacter.freundii.PTR"
"Citrobacter.freundii.PTR","Klebsiella.pneumoniae.abundance"
"Citrobacter.freundii.PTR","Klebsiella.pneumoniae.PTR"
"Citrobacter.freundii.PTR","Klebsiella.variicola.abundance"
"Citrobacter.freundii.PTR","Klebsiella.variicola.PTR"
"Citrobacter.freundii.PTR","Enterobacter.cloacae.abundance"
"Citrobacter.freundii.PTR","Enterobacter.cloacae.PTR"
"Citrobacter.freundii.PTR","Bifidobacterium.longum.abundance"
"Citrobacter.freundii.PTR","Bifidobacterium.longum.PTR"
"Citrobacter.freundii.PTR","Enterobacter.roggenkampii.abundance"
"Citrobacter.freundii.PTR","Enterobacter.roggenkampii.PTR"
"Citrobacter.freundii.PTR","Enterococcus.faecalis.abundance"
"Citrobacter.freundii.PTR","Enterococcus.faecalis.PTR"
"Citrobacter.freundii.PTR","Klebsiella.quasipneumoniae.abundance"
"Citrobacter.freundii.PTR","Klebsiella.quasipneumoniae.PTR"
"Citrobacter.freundii.PTR","Klebsiella.michiganensis.abundance"
"Citrobacter.freundii.PTR","Klebsiella.michiganensis.PTR"
"Citrobacter.freundii.PTR","Clostridium.perfringens.abundance"
"Citrobacter.freundii.PTR","Clostridium.perfringens.PTR"
"Citrobacter.freundii.PTR","Klebsiella.oxytoca.abundance"
"Citrobacter.freundii.PTR","Klebsiella.oxytoca.PTR"
"Citrobacter.freundii.PTR","Bacteroides.fragilis.abundance"
"Citrobacter.freundii.PTR","Bacteroides.fragilis.PTR"
"Citrobacter.freundii.PTR","Enterobacter.hormaechei.abundance"
"Citrobacter.freundii.PTR","Enterobacter.hormaechei.PTR"
"Citrobacter.freundii.PTR","Enterobacter.sp..HK169.abundance"
"Citrobacter.freundii.PTR","Enterobacter.sp..HK169.PTR"
"Citrobacter.freundii.PTR","Enterobacter.asburiae.abundance"
"Citrobacter.freundii.PTR","Enterobacter.asburiae.PTR"
"Citrobacter.freundii.PTR","Klebsiella.sp..M5al.abundance"
"Citrobacter.freundii.PTR","Klebsiella.sp..M5al.PTR"
"Citrobacter.freundii.PTR","Veillonella.parvula.abundance"
"Citrobacter.freundii.PTR","Veillonella.parvula.PTR"
"Citrobacter.freundii.PTR","Enterobacter.sp..DKU_NT_01.abundance"
"Citrobacter.freundii.PTR","Enterobacter.sp..DKU_NT_01.PTR"
"Citrobacter.freundii.PTR","Enterobacter.sp..CRENT.193.abundance"
"Citrobacter.freundii.PTR","Enterobacter.sp..CRENT.193.PTR"
"Citrobacter.freundii.PTR","Enterobacteriaceae.bacterium.S05.abundance"
"Citrobacter.freundii.PTR","Enterobacteriaceae.bacterium.S05.PTR"
"Citrobacter.freundii.PTR","Citrobacter.abundance"
"Citrobacter.freundii.PTR","Citrobacter.PTR"
"Citrobacter.freundii.PTR","ARO.3000319mphC"
"Citrobacter.freundii.PTR","ARO.3003551emeA"
"Citrobacter.freundii.PTR","ARO.3003046qacA"
"Citrobacter.freundii.PTR","ARO.3001057TEM.198"
"Citrobacter.freundii.PTR","ARO.3004588Klebsiella"
"Citrobacter.freundii.PTR","ARO.3000804MexF"
"Citrobacter.freundii.PTR","ARO.3002985arnA"
"Citrobacter.freundii.PTR","ARO.3004075MuxC"
"Citrobacter.freundii.PTR","ARO.3004074MuxB"
"Citrobacter.freundii.PTR","ARO.3002865dfrC"
"Citrobacter.freundii.PTR","ARO.3002660APH.6..Id"
"Citrobacter.freundii.PTR","ARO.3003052smeB"
"Citrobacter.freundii.PTR","ARO.3000936TEM.70"
"Citrobacter.freundii.PTR","ARO.3000616mel"
"Citrobacter.freundii.PTR","ARO.3000375ErmB"
"Citrobacter.freundii.PTR","ARO.3002639APH.3....Ib"
"Citrobacter.freundii.PTR","ARO.3002819msrC"
"Citrobacter.freundii.PTR","ARO.3000967TEM.104"
"Citrobacter.freundii.PTR","ARO.3003047qacB"
"Citrobacter.freundii.PTR","ARO.3002875dfrE"
"Citrobacter.freundii.PTR","ARO.3004122Klebsiella"
"Citrobacter.freundii.PTR","ARO.3000194tetW"
"Citrobacter.freundii.PTR","ARO.3003056smeE"
"Citrobacter.freundii.PTR","ARO.3004041Klebsiella"
"Citrobacter.freundii.PTR","ARO.3000900TEM.30"
"Citrobacter.freundii.PTR","ARO.3000999TEM.135"
"Citrobacter.freundii.PTR","ARO.3000873TEM.1"
"Citrobacter.freundii.PTR","ARO.3001015TEM.148"
"Citrobacter.freundii.PTR","ARO.3000186tetM"
"Citrobacter.freundii.PTR","ARO.3000501Nocardia"
"Citrobacter.freundii.PTR","ARO.3004580Klebsiella"
"Citrobacter.freundii.PTR","ARO.3004583Klebsiella"
"Citrobacter.freundii.PTR","ARO.3000263marA"
"Citrobacter.freundii.PTR","ARO.3000828baeR"
"Citrobacter.freundii.PTR","ARO.3000491acrD"
"Citrobacter.freundii.PTR","ARO.3000508gadX"
"Citrobacter.freundii.PTR","ARO.3000795mdtE"
"Citrobacter.freundii.PTR","ARO.3000518CRP"
"Citrobacter.freundii.PTR","ARO.3003550mdtP"
"Citrobacter.freundii.PTR","ARO.3003549mdtO"
"Citrobacter.freundii.PTR","ARO.3003548mdtN"
"Citrobacter.freundii.PTR","ARO.3000829baeS"
"Citrobacter.freundii.PTR","ARO.3000027emrA"
"Citrobacter.freundii.PTR","ARO.3003576eptA"
